dispatching_zone_id,zone_tier,date,month,day_of_week,is_weekend,active_vehicles,trips,trips_per_vehicle,event_label,daily_multiplier
Z01_CP_NewDelhi,mega,2023-07-14,7,Friday,0,3883,32754,8.44,normal,1.0418
Z02_Gurugram_Cyber,mega,2023-07-14,7,Friday,0,3181,26832,8.44,normal,1.0418
Z03_Noida_Sector18,high,2023-07-14,7,Friday,0,2054,13331,6.49,normal,1.0418
Z04_Dwarka_Airport,high,2023-07-14,7,Friday,0,1737,17329,9.98,normal,1.0418
Z05_Lajpat_SouthDelhi,medium,2023-07-14,7,Friday,0,1033,9519,9.21,normal,1.0418
Z06_Rohini_NorthWest,medium,2023-07-14,7,Friday,0,781,6412,8.21,normal,1.0418
Z07_Faridabad,low,2023-07-14,7,Friday,0,419,3820,9.12,normal,1.0418
Z08_Ghaziabad,low,2023-07-14,7,Friday,0,381,3843,10.09,normal,1.0418
Z01_CP_NewDelhi,mega,2023-07-15,7,Saturday,1,4089,40557,9.92,normal,1.1388
Z02_Gurugram_Cyber,mega,2023-07-15,7,Saturday,1,3717,22923,6.17,normal,1.1388
Z03_Noida_Sector18,high,2023-07-15,7,Saturday,1,2281,20412,8.95,normal,1.1388
Z04_Dwarka_Airport,high,2023-07-15,7,Saturday,1,1769,14020,7.93,normal,1.1388
Z05_Lajpat_SouthDelhi,medium,2023-07-15,7,Saturday,1,1111,9012,8.11,normal,1.1388
Z06_Rohini_NorthWest,medium,2023-07-15,7,Saturday,1,895,6988,7.81,normal,1.1388
Z07_Faridabad,low,2023-07-15,7,Saturday,1,459,5146,11.21,normal,1.1388
Z08_Ghaziabad,low,2023-07-15,7,Saturday,1,444,3228,7.27,normal,1.1388
Z01_CP_NewDelhi,mega,2023-07-16,7,Sunday,1,3897,28070,7.2,normal,0.9945
Z02_Gurugram_Cyber,mega,2023-07-16,7,Sunday,1,3229,29509,9.14,normal,0.9945
Z03_Noida_Sector18,high,2023-07-16,7,Sunday,1,1887,11423,6.05,normal,0.9945
Z04_Dwarka_Airport,high,2023-07-16,7,Sunday,1,1533,14521,9.47,normal,0.9945
Z05_Lajpat_SouthDelhi,medium,2023-07-16,7,Sunday,1,909,7828,8.61,normal,0.9945
Z06_Rohini_NorthWest,medium,2023-07-16,7,Sunday,1,769,5516,7.17,normal,0.9945
Z07_Faridabad,low,2023-07-16,7,Sunday,1,420,4172,9.93,normal,0.9945
Z08_Ghaziabad,low,2023-07-16,7,Sunday,1,378,3017,7.98,normal,0.9945
Z01_CP_NewDelhi,mega,2023-07-17,7,Monday,0,3472,28426,8.19,normal,0.8887
Z02_Gurugram_Cyber,mega,2023-07-17,7,Monday,0,2987,21145,7.08,normal,0.8887
Z03_Noida_Sector18,high,2023-07-17,7,Monday,0,1699,13045,7.68,normal,0.8887
Z04_Dwarka_Airport,high,2023-07-17,7,Monday,0,1502,15896,10.58,normal,0.8887
Z05_Lajpat_SouthDelhi,medium,2023-07-17,7,Monday,0,855,7063,8.26,normal,0.8887
Z06_Rohini_NorthWest,medium,2023-07-17,7,Monday,0,657,3985,6.07,normal,0.8887
Z07_Faridabad,low,2023-07-17,7,Monday,0,388,2967,7.65,normal,0.8887
Z08_Ghaziabad,low,2023-07-17,7,Monday,0,348,2466,7.09,normal,0.8887
Z01_CP_NewDelhi,mega,2023-07-18,7,Tuesday,0,3483,32886,9.44,normal,0.9084
Z02_Gurugram_Cyber,mega,2023-07-18,7,Tuesday,0,2879,21552,7.49,normal,0.9084
Z03_Noida_Sector18,high,2023-07-18,7,Tuesday,0,1715,17439,10.17,normal,0.9084
Z04_Dwarka_Airport,high,2023-07-18,7,Tuesday,0,1421,14025,9.87,normal,0.9084
Z05_Lajpat_SouthDelhi,medium,2023-07-18,7,Tuesday,0,849,8131,9.58,normal,0.9084
Z06_Rohini_NorthWest,medium,2023-07-18,7,Tuesday,0,748,6507,8.7,normal,0.9084
Z07_Faridabad,low,2023-07-18,7,Tuesday,0,386,2860,7.41,normal,0.9084
Z08_Ghaziabad,low,2023-07-18,7,Tuesday,0,343,3313,9.66,normal,0.9084
Z01_CP_NewDelhi,mega,2023-07-19,7,Wednesday,0,3635,28961,7.97,normal,0.9281
Z02_Gurugram_Cyber,mega,2023-07-19,7,Wednesday,0,2811,19940,7.09,normal,0.9281
Z03_Noida_Sector18,high,2023-07-19,7,Wednesday,0,1850,16892,9.13,normal,0.9281
Z04_Dwarka_Airport,high,2023-07-19,7,Wednesday,0,1457,17381,11.93,normal,0.9281
Z05_Lajpat_SouthDelhi,medium,2023-07-19,7,Wednesday,0,887,5905,6.66,normal,0.9281
Z06_Rohini_NorthWest,medium,2023-07-19,7,Wednesday,0,764,6365,8.33,normal,0.9281
Z07_Faridabad,low,2023-07-19,7,Wednesday,0,394,3759,9.54,normal,0.9281
Z08_Ghaziabad,low,2023-07-19,7,Wednesday,0,355,2578,7.26,normal,0.9281
Z01_CP_NewDelhi,mega,2023-07-20,7,Thursday,0,3600,30594,8.5,normal,0.9382
Z02_Gurugram_Cyber,mega,2023-07-20,7,Thursday,0,3055,33688,11.03,normal,0.9382
Z03_Noida_Sector18,high,2023-07-20,7,Thursday,0,1809,13650,7.55,normal,0.9382
Z04_Dwarka_Airport,high,2023-07-20,7,Thursday,0,1574,12550,7.97,normal,0.9382
Z05_Lajpat_SouthDelhi,medium,2023-07-20,7,Thursday,0,910,7082,7.78,normal,0.9382
Z06_Rohini_NorthWest,medium,2023-07-20,7,Thursday,0,729,5380,7.38,normal,0.9382
Z07_Faridabad,low,2023-07-20,7,Thursday,0,399,3325,8.33,normal,0.9382
Z08_Ghaziabad,low,2023-07-20,7,Thursday,0,341,3069,9.0,normal,0.9382
Z01_CP_NewDelhi,mega,2023-07-21,7,Friday,0,3832,32919,8.59,normal,1.0451
Z02_Gurugram_Cyber,mega,2023-07-21,7,Friday,0,3314,27080,8.17,normal,1.0451
Z03_Noida_Sector18,high,2023-07-21,7,Friday,0,1871,16770,8.96,normal,1.0451
Z04_Dwarka_Airport,high,2023-07-21,7,Friday,0,1749,12665,7.24,normal,1.0451
Z05_Lajpat_SouthDelhi,medium,2023-07-21,7,Friday,0,997,8770,8.8,normal,1.0451
Z06_Rohini_NorthWest,medium,2023-07-21,7,Friday,0,779,7970,10.23,normal,1.0451
Z07_Faridabad,low,2023-07-21,7,Friday,0,452,3825,8.46,normal,1.0451
Z08_Ghaziabad,low,2023-07-21,7,Friday,0,418,3593,8.6,normal,1.0451
Z01_CP_NewDelhi,mega,2023-07-22,7,Saturday,1,4253,44895,10.56,normal,1.1424
Z02_Gurugram_Cyber,mega,2023-07-22,7,Saturday,1,3526,35210,9.99,normal,1.1424
Z03_Noida_Sector18,high,2023-07-22,7,Saturday,1,2232,17733,7.94,normal,1.1424
Z04_Dwarka_Airport,high,2023-07-22,7,Saturday,1,1784,15161,8.5,normal,1.1424
Z05_Lajpat_SouthDelhi,medium,2023-07-22,7,Saturday,1,1103,10836,9.82,normal,1.1424
Z06_Rohini_NorthWest,medium,2023-07-22,7,Saturday,1,930,6884,7.4,normal,1.1424
Z07_Faridabad,low,2023-07-22,7,Saturday,1,505,4081,8.08,normal,1.1424
Z08_Ghaziabad,low,2023-07-22,7,Saturday,1,428,3142,7.34,normal,1.1424
Z01_CP_NewDelhi,mega,2023-07-23,7,Sunday,1,3765,25713,6.83,normal,0.9976
Z02_Gurugram_Cyber,mega,2023-07-23,7,Sunday,1,3115,29130,9.35,normal,0.9976
Z03_Noida_Sector18,high,2023-07-23,7,Sunday,1,1819,11788,6.48,normal,0.9976
Z04_Dwarka_Airport,high,2023-07-23,7,Sunday,1,1612,11252,6.98,normal,0.9976
Z05_Lajpat_SouthDelhi,medium,2023-07-23,7,Sunday,1,908,9399,10.35,normal,0.9976
Z06_Rohini_NorthWest,medium,2023-07-23,7,Sunday,1,796,7583,9.53,normal,0.9976
Z07_Faridabad,low,2023-07-23,7,Sunday,1,419,3329,7.95,normal,0.9976
Z08_Ghaziabad,low,2023-07-23,7,Sunday,1,400,3392,8.48,normal,0.9976
Z01_CP_NewDelhi,mega,2023-07-24,7,Monday,0,3388,30329,8.95,normal,0.8914
Z02_Gurugram_Cyber,mega,2023-07-24,7,Monday,0,2954,28777,9.74,normal,0.8914
Z03_Noida_Sector18,high,2023-07-24,7,Monday,0,1684,10441,6.2,normal,0.8914
Z04_Dwarka_Airport,high,2023-07-24,7,Monday,0,1460,10548,7.22,normal,0.8914
Z05_Lajpat_SouthDelhi,medium,2023-07-24,7,Monday,0,883,6760,7.66,normal,0.8914
Z06_Rohini_NorthWest,medium,2023-07-24,7,Monday,0,688,6259,9.1,normal,0.8914
Z07_Faridabad,low,2023-07-24,7,Monday,0,361,2883,7.99,normal,0.8914
Z08_Ghaziabad,low,2023-07-24,7,Monday,0,357,3584,10.04,normal,0.8914
Z01_CP_NewDelhi,mega,2023-07-25,7,Tuesday,0,3375,32029,9.49,normal,0.9112
Z02_Gurugram_Cyber,mega,2023-07-25,7,Tuesday,0,2808,21791,7.76,normal,0.9112
Z03_Noida_Sector18,high,2023-07-25,7,Tuesday,0,1689,13281,7.86,normal,0.9112
Z04_Dwarka_Airport,high,2023-07-25,7,Tuesday,0,1399,13941,9.96,normal,0.9112
Z05_Lajpat_SouthDelhi,medium,2023-07-25,7,Tuesday,0,911,6782,7.44,normal,0.9112
Z06_Rohini_NorthWest,medium,2023-07-25,7,Tuesday,0,707,6207,8.78,normal,0.9112
Z07_Faridabad,low,2023-07-25,7,Tuesday,0,404,2775,6.87,normal,0.9112
Z08_Ghaziabad,low,2023-07-25,7,Tuesday,0,327,2862,8.75,normal,0.9112
Z01_CP_NewDelhi,mega,2023-07-26,7,Wednesday,0,3654,31278,8.56,normal,0.931
Z02_Gurugram_Cyber,mega,2023-07-26,7,Wednesday,0,2953,19171,6.49,normal,0.931
Z03_Noida_Sector18,high,2023-07-26,7,Wednesday,0,1829,15303,8.37,normal,0.931
Z04_Dwarka_Airport,high,2023-07-26,7,Wednesday,0,1485,13974,9.41,normal,0.931
Z05_Lajpat_SouthDelhi,medium,2023-07-26,7,Wednesday,0,925,7695,8.32,normal,0.931
Z06_Rohini_NorthWest,medium,2023-07-26,7,Wednesday,0,763,7819,10.25,normal,0.931
Z07_Faridabad,low,2023-07-26,7,Wednesday,0,391,2736,7.0,normal,0.931
Z08_Ghaziabad,low,2023-07-26,7,Wednesday,0,338,2765,8.18,normal,0.931
Z01_CP_NewDelhi,mega,2023-07-27,7,Thursday,0,3483,29452,8.46,normal,0.9412
Z02_Gurugram_Cyber,mega,2023-07-27,7,Thursday,0,2850,19146,6.72,normal,0.9412
Z03_Noida_Sector18,high,2023-07-27,7,Thursday,0,1698,14044,8.27,normal,0.9412
Z04_Dwarka_Airport,high,2023-07-27,7,Thursday,0,1462,9988,6.83,normal,0.9412
Z05_Lajpat_SouthDelhi,medium,2023-07-27,7,Thursday,0,849,7153,8.43,normal,0.9412
Z06_Rohini_NorthWest,medium,2023-07-27,7,Thursday,0,770,6256,8.12,normal,0.9412
Z07_Faridabad,low,2023-07-27,7,Thursday,0,410,3166,7.72,normal,0.9412
Z08_Ghaziabad,low,2023-07-27,7,Thursday,0,355,3144,8.86,normal,0.9412
Z01_CP_NewDelhi,mega,2023-07-28,7,Friday,0,4095,43736,10.68,normal,1.0484
Z02_Gurugram_Cyber,mega,2023-07-28,7,Friday,0,3221,39649,12.31,normal,1.0484
Z03_Noida_Sector18,high,2023-07-28,7,Friday,0,2076,22598,10.89,normal,1.0484
Z04_Dwarka_Airport,high,2023-07-28,7,Friday,0,1686,14804,8.78,normal,1.0484
Z05_Lajpat_SouthDelhi,medium,2023-07-28,7,Friday,0,997,9353,9.38,normal,1.0484
Z06_Rohini_NorthWest,medium,2023-07-28,7,Friday,0,806,6069,7.53,normal,1.0484
Z07_Faridabad,low,2023-07-28,7,Friday,0,436,3876,8.89,normal,1.0484
Z08_Ghaziabad,low,2023-07-28,7,Friday,0,402,4014,9.99,normal,1.0484
Z01_CP_NewDelhi,mega,2023-07-29,7,Saturday,1,4516,34300,7.6,normal,1.1459
Z02_Gurugram_Cyber,mega,2023-07-29,7,Saturday,1,3561,24517,6.88,normal,1.1459
Z03_Noida_Sector18,high,2023-07-29,7,Saturday,1,2216,12150,5.48,normal,1.1459
Z04_Dwarka_Airport,high,2023-07-29,7,Saturday,1,1849,18266,9.88,normal,1.1459
Z05_Lajpat_SouthDelhi,medium,2023-07-29,7,Saturday,1,1041,10337,9.93,normal,1.1459
Z06_Rohini_NorthWest,medium,2023-07-29,7,Saturday,1,917,7808,8.51,normal,1.1459
Z07_Faridabad,low,2023-07-29,7,Saturday,1,457,2838,6.21,normal,1.1459
Z08_Ghaziabad,low,2023-07-29,7,Saturday,1,422,3422,8.11,normal,1.1459
Z01_CP_NewDelhi,mega,2023-07-30,7,Sunday,1,4011,32893,8.2,normal,1.0007
Z02_Gurugram_Cyber,mega,2023-07-30,7,Sunday,1,3381,23414,6.93,normal,1.0007
Z03_Noida_Sector18,high,2023-07-30,7,Sunday,1,1860,19250,10.35,normal,1.0007
Z04_Dwarka_Airport,high,2023-07-30,7,Sunday,1,1646,13223,8.03,normal,1.0007
Z05_Lajpat_SouthDelhi,medium,2023-07-30,7,Sunday,1,899,5724,6.37,normal,1.0007
Z06_Rohini_NorthWest,medium,2023-07-30,7,Sunday,1,779,5283,6.78,normal,1.0007
Z07_Faridabad,low,2023-07-30,7,Sunday,1,404,2836,7.02,normal,1.0007
Z08_Ghaziabad,low,2023-07-30,7,Sunday,1,402,2268,5.64,normal,1.0007
Z01_CP_NewDelhi,mega,2023-07-31,7,Monday,0,3472,29989,8.64,normal,0.8942
Z02_Gurugram_Cyber,mega,2023-07-31,7,Monday,0,2922,27566,9.43,normal,0.8942
Z03_Noida_Sector18,high,2023-07-31,7,Monday,0,1718,13785,8.02,normal,0.8942
Z04_Dwarka_Airport,high,2023-07-31,7,Monday,0,1350,13447,9.96,normal,0.8942
Z05_Lajpat_SouthDelhi,medium,2023-07-31,7,Monday,0,845,7344,8.69,normal,0.8942
Z06_Rohini_NorthWest,medium,2023-07-31,7,Monday,0,661,5026,7.6,normal,0.8942
Z07_Faridabad,low,2023-07-31,7,Monday,0,368,3226,8.77,normal,0.8942
Z08_Ghaziabad,low,2023-07-31,7,Monday,0,331,3489,10.54,normal,0.8942
Z01_CP_NewDelhi,mega,2023-08-01,8,Tuesday,0,3354,33162,9.89,normal,0.9141
Z02_Gurugram_Cyber,mega,2023-08-01,8,Tuesday,0,2878,21502,7.47,normal,0.9141
Z03_Noida_Sector18,high,2023-08-01,8,Tuesday,0,1836,13116,7.14,normal,0.9141
Z04_Dwarka_Airport,high,2023-08-01,8,Tuesday,0,1511,12029,7.96,normal,0.9141
Z05_Lajpat_SouthDelhi,medium,2023-08-01,8,Tuesday,0,904,8852,9.79,normal,0.9141
Z06_Rohini_NorthWest,medium,2023-08-01,8,Tuesday,0,675,5088,7.54,normal,0.9141
Z07_Faridabad,low,2023-08-01,8,Tuesday,0,361,2412,6.68,normal,0.9141
Z08_Ghaziabad,low,2023-08-01,8,Tuesday,0,358,2545,7.11,normal,0.9141
Z01_CP_NewDelhi,mega,2023-08-02,8,Wednesday,0,3681,30558,8.3,normal,0.934
Z02_Gurugram_Cyber,mega,2023-08-02,8,Wednesday,0,3057,21318,6.97,normal,0.934
Z03_Noida_Sector18,high,2023-08-02,8,Wednesday,0,1715,18203,10.61,normal,0.934
Z04_Dwarka_Airport,high,2023-08-02,8,Wednesday,0,1432,15680,10.95,normal,0.934
Z05_Lajpat_SouthDelhi,medium,2023-08-02,8,Wednesday,0,894,7138,7.98,normal,0.934
Z06_Rohini_NorthWest,medium,2023-08-02,8,Wednesday,0,735,5053,6.87,normal,0.934
Z07_Faridabad,low,2023-08-02,8,Wednesday,0,395,3196,8.09,normal,0.934
Z08_Ghaziabad,low,2023-08-02,8,Wednesday,0,343,3847,11.22,normal,0.934
Z01_CP_NewDelhi,mega,2023-08-03,8,Thursday,0,3505,28807,8.22,normal,0.9441
Z02_Gurugram_Cyber,mega,2023-08-03,8,Thursday,0,2933,20054,6.84,normal,0.9441
Z03_Noida_Sector18,high,2023-08-03,8,Thursday,0,1714,14064,8.21,normal,0.9441
Z04_Dwarka_Airport,high,2023-08-03,8,Thursday,0,1566,14653,9.36,normal,0.9441
Z05_Lajpat_SouthDelhi,medium,2023-08-03,8,Thursday,0,855,8458,9.89,normal,0.9441
Z06_Rohini_NorthWest,medium,2023-08-03,8,Thursday,0,749,6710,8.96,normal,0.9441
Z07_Faridabad,low,2023-08-03,8,Thursday,0,397,3134,7.89,normal,0.9441
Z08_Ghaziabad,low,2023-08-03,8,Thursday,0,355,2760,7.77,normal,0.9441
Z01_CP_NewDelhi,mega,2023-08-04,8,Friday,0,4018,38228,9.51,normal,1.0516
Z02_Gurugram_Cyber,mega,2023-08-04,8,Friday,0,3229,22520,6.97,normal,1.0516
Z03_Noida_Sector18,high,2023-08-04,8,Friday,0,1913,16333,8.54,normal,1.0516
Z04_Dwarka_Airport,high,2023-08-04,8,Friday,0,1603,16121,10.06,normal,1.0516
Z05_Lajpat_SouthDelhi,medium,2023-08-04,8,Friday,0,1043,8599,8.24,normal,1.0516
Z06_Rohini_NorthWest,medium,2023-08-04,8,Friday,0,782,6993,8.94,normal,1.0516
Z07_Faridabad,low,2023-08-04,8,Friday,0,428,3350,7.83,normal,1.0516
Z08_Ghaziabad,low,2023-08-04,8,Friday,0,420,3331,7.93,normal,1.0516
Z01_CP_NewDelhi,mega,2023-08-05,8,Saturday,1,4543,36878,8.12,normal,1.1495
Z02_Gurugram_Cyber,mega,2023-08-05,8,Saturday,1,3579,32761,9.15,normal,1.1495
Z03_Noida_Sector18,high,2023-08-05,8,Saturday,1,2142,17222,8.04,normal,1.1495
Z04_Dwarka_Airport,high,2023-08-05,8,Saturday,1,1882,16329,8.68,normal,1.1495
Z05_Lajpat_SouthDelhi,medium,2023-08-05,8,Saturday,1,1136,10617,9.35,normal,1.1495
Z06_Rohini_NorthWest,medium,2023-08-05,8,Saturday,1,912,10085,11.06,normal,1.1495
Z07_Faridabad,low,2023-08-05,8,Saturday,1,506,3862,7.63,normal,1.1495
Z08_Ghaziabad,low,2023-08-05,8,Saturday,1,453,3965,8.75,normal,1.1495
Z01_CP_NewDelhi,mega,2023-08-06,8,Sunday,1,3795,31585,8.32,normal,1.0038
Z02_Gurugram_Cyber,mega,2023-08-06,8,Sunday,1,3377,26869,7.96,normal,1.0038
Z03_Noida_Sector18,high,2023-08-06,8,Sunday,1,1864,15512,8.32,normal,1.0038
Z04_Dwarka_Airport,high,2023-08-06,8,Sunday,1,1579,13444,8.51,normal,1.0038
Z05_Lajpat_SouthDelhi,medium,2023-08-06,8,Sunday,1,937,9626,10.27,normal,1.0038
Z06_Rohini_NorthWest,medium,2023-08-06,8,Sunday,1,761,7343,9.65,normal,1.0038
Z07_Faridabad,low,2023-08-06,8,Sunday,1,402,3325,8.27,normal,1.0038
Z08_Ghaziabad,low,2023-08-06,8,Sunday,1,398,3703,9.3,normal,1.0038
Z01_CP_NewDelhi,mega,2023-08-07,8,Monday,0,3387,26398,7.79,normal,0.897
Z02_Gurugram_Cyber,mega,2023-08-07,8,Monday,0,2981,23782,7.98,normal,0.897
Z03_Noida_Sector18,high,2023-08-07,8,Monday,0,1688,14056,8.33,normal,0.897
Z04_Dwarka_Airport,high,2023-08-07,8,Monday,0,1366,9765,7.15,normal,0.897
Z05_Lajpat_SouthDelhi,medium,2023-08-07,8,Monday,0,884,7058,7.98,normal,0.897
Z06_Rohini_NorthWest,medium,2023-08-07,8,Monday,0,703,6400,9.1,normal,0.897
Z07_Faridabad,low,2023-08-07,8,Monday,0,388,2536,6.54,normal,0.897
Z08_Ghaziabad,low,2023-08-07,8,Monday,0,327,2653,8.11,normal,0.897
Z01_CP_NewDelhi,mega,2023-08-08,8,Tuesday,0,3521,32271,9.17,normal,0.9169
Z02_Gurugram_Cyber,mega,2023-08-08,8,Tuesday,0,2873,21701,7.55,normal,0.9169
Z03_Noida_Sector18,high,2023-08-08,8,Tuesday,0,1762,16824,9.55,normal,0.9169
Z04_Dwarka_Airport,high,2023-08-08,8,Tuesday,0,1509,15897,10.53,normal,0.9169
Z05_Lajpat_SouthDelhi,medium,2023-08-08,8,Tuesday,0,840,5800,6.9,normal,0.9169
Z06_Rohini_NorthWest,medium,2023-08-08,8,Tuesday,0,730,6328,8.67,normal,0.9169
Z07_Faridabad,low,2023-08-08,8,Tuesday,0,406,2664,6.56,normal,0.9169
Z08_Ghaziabad,low,2023-08-08,8,Tuesday,0,361,3321,9.2,normal,0.9169
Z01_CP_NewDelhi,mega,2023-08-09,8,Wednesday,0,3610,36006,9.97,normal,0.9369
Z02_Gurugram_Cyber,mega,2023-08-09,8,Wednesday,0,2838,28816,10.15,normal,0.9369
Z03_Noida_Sector18,high,2023-08-09,8,Wednesday,0,1855,17107,9.22,normal,0.9369
Z04_Dwarka_Airport,high,2023-08-09,8,Wednesday,0,1581,9830,6.22,normal,0.9369
Z05_Lajpat_SouthDelhi,medium,2023-08-09,8,Wednesday,0,898,7662,8.53,normal,0.9369
Z06_Rohini_NorthWest,medium,2023-08-09,8,Wednesday,0,707,5309,7.51,normal,0.9369
Z07_Faridabad,low,2023-08-09,8,Wednesday,0,413,3452,8.36,normal,0.9369
Z08_Ghaziabad,low,2023-08-09,8,Wednesday,0,356,3102,8.71,normal,0.9369
Z01_CP_NewDelhi,mega,2023-08-10,8,Thursday,0,3446,22517,6.53,normal,0.9471
Z02_Gurugram_Cyber,mega,2023-08-10,8,Thursday,0,3097,29375,9.48,normal,0.9471
Z03_Noida_Sector18,high,2023-08-10,8,Thursday,0,1854,14352,7.74,normal,0.9471
Z04_Dwarka_Airport,high,2023-08-10,8,Thursday,0,1603,9631,6.01,normal,0.9471
Z05_Lajpat_SouthDelhi,medium,2023-08-10,8,Thursday,0,877,7953,9.07,normal,0.9471
Z06_Rohini_NorthWest,medium,2023-08-10,8,Thursday,0,775,4545,5.86,normal,0.9471
Z07_Faridabad,low,2023-08-10,8,Thursday,0,416,3982,9.57,normal,0.9471
Z08_Ghaziabad,low,2023-08-10,8,Thursday,0,345,2870,8.32,normal,0.9471
Z01_CP_NewDelhi,mega,2023-08-11,8,Friday,0,3986,33229,8.34,normal,1.0549
Z02_Gurugram_Cyber,mega,2023-08-11,8,Friday,0,3249,27957,8.6,normal,1.0549
Z03_Noida_Sector18,high,2023-08-11,8,Friday,0,1906,17923,9.4,normal,1.0549
Z04_Dwarka_Airport,high,2023-08-11,8,Friday,0,1612,13390,8.31,normal,1.0549
Z05_Lajpat_SouthDelhi,medium,2023-08-11,8,Friday,0,965,9834,10.19,normal,1.0549
Z06_Rohini_NorthWest,medium,2023-08-11,8,Friday,0,840,6083,7.24,normal,1.0549
Z07_Faridabad,low,2023-08-11,8,Friday,0,449,4400,9.8,normal,1.0549
Z08_Ghaziabad,low,2023-08-11,8,Friday,0,416,3823,9.19,normal,1.0549
Z01_CP_NewDelhi,mega,2023-08-12,8,Saturday,1,4204,45193,10.75,normal,1.1531
Z02_Gurugram_Cyber,mega,2023-08-12,8,Saturday,1,3904,40253,10.31,normal,1.1531
Z03_Noida_Sector18,high,2023-08-12,8,Saturday,1,2123,18569,8.75,normal,1.1531
Z04_Dwarka_Airport,high,2023-08-12,8,Saturday,1,1935,16375,8.46,normal,1.1531
Z05_Lajpat_SouthDelhi,medium,2023-08-12,8,Saturday,1,1112,6882,6.19,normal,1.1531
Z06_Rohini_NorthWest,medium,2023-08-12,8,Saturday,1,927,6228,6.72,normal,1.1531
Z07_Faridabad,low,2023-08-12,8,Saturday,1,509,4616,9.07,normal,1.1531
Z08_Ghaziabad,low,2023-08-12,8,Saturday,1,425,3246,7.64,normal,1.1531
Z01_CP_NewDelhi,mega,2023-08-13,8,Sunday,1,3719,34094,9.17,normal,1.007
Z02_Gurugram_Cyber,mega,2023-08-13,8,Sunday,1,3128,30578,9.78,normal,1.007
Z03_Noida_Sector18,high,2023-08-13,8,Sunday,1,1804,17165,9.51,normal,1.007
Z04_Dwarka_Airport,high,2023-08-13,8,Sunday,1,1673,10755,6.43,normal,1.007
Z05_Lajpat_SouthDelhi,medium,2023-08-13,8,Sunday,1,974,9383,9.63,normal,1.007
Z06_Rohini_NorthWest,medium,2023-08-13,8,Sunday,1,739,5253,7.11,normal,1.007
Z07_Faridabad,low,2023-08-13,8,Sunday,1,411,3257,7.92,normal,1.007
Z08_Ghaziabad,low,2023-08-13,8,Sunday,1,404,3276,8.11,normal,1.007
Z01_CP_NewDelhi,mega,2023-08-14,8,Monday,0,3420,30072,8.79,normal,0.8998
Z02_Gurugram_Cyber,mega,2023-08-14,8,Monday,0,3039,25181,8.29,normal,0.8998
Z03_Noida_Sector18,high,2023-08-14,8,Monday,0,1668,14467,8.67,normal,0.8998
Z04_Dwarka_Airport,high,2023-08-14,8,Monday,0,1418,10281,7.25,normal,0.8998
Z05_Lajpat_SouthDelhi,medium,2023-08-14,8,Monday,0,838,7031,8.39,normal,0.8998
Z06_Rohini_NorthWest,medium,2023-08-14,8,Monday,0,673,6369,9.46,normal,0.8998
Z07_Faridabad,low,2023-08-14,8,Monday,0,392,2891,7.38,normal,0.8998
Z08_Ghaziabad,low,2023-08-14,8,Monday,0,326,2747,8.43,normal,0.8998
Z01_CP_NewDelhi,mega,2023-08-15,8,Tuesday,0,5181,51113,9.87,Independence_Day,1.2969
Z02_Gurugram_Cyber,mega,2023-08-15,8,Tuesday,0,4254,37773,8.88,Independence_Day,1.2969
Z03_Noida_Sector18,high,2023-08-15,8,Tuesday,0,2367,21933,9.27,Independence_Day,1.2969
Z04_Dwarka_Airport,high,2023-08-15,8,Tuesday,0,2040,14061,6.89,Independence_Day,1.2969
Z05_Lajpat_SouthDelhi,medium,2023-08-15,8,Tuesday,0,1305,13020,9.98,Independence_Day,1.2969
Z06_Rohini_NorthWest,medium,2023-08-15,8,Tuesday,0,1047,8930,8.53,Independence_Day,1.2969
Z07_Faridabad,low,2023-08-15,8,Tuesday,0,569,6174,10.85,Independence_Day,1.2969
Z08_Ghaziabad,low,2023-08-15,8,Tuesday,0,487,3043,6.25,Independence_Day,1.2969
Z01_CP_NewDelhi,mega,2023-08-16,8,Wednesday,0,3397,27107,7.98,normal,0.9398
Z02_Gurugram_Cyber,mega,2023-08-16,8,Wednesday,0,2942,22669,7.71,normal,0.9398
Z03_Noida_Sector18,high,2023-08-16,8,Wednesday,0,1713,14749,8.61,normal,0.9398
Z04_Dwarka_Airport,high,2023-08-16,8,Wednesday,0,1439,12643,8.79,normal,0.9398
Z05_Lajpat_SouthDelhi,medium,2023-08-16,8,Wednesday,0,841,5988,7.12,normal,0.9398
Z06_Rohini_NorthWest,medium,2023-08-16,8,Wednesday,0,689,7616,11.05,normal,0.9398
Z07_Faridabad,low,2023-08-16,8,Wednesday,0,405,4025,9.94,normal,0.9398
Z08_Ghaziabad,low,2023-08-16,8,Wednesday,0,370,3014,8.15,normal,0.9398
Z01_CP_NewDelhi,mega,2023-08-17,8,Thursday,0,3484,34420,9.88,normal,0.95
Z02_Gurugram_Cyber,mega,2023-08-17,8,Thursday,0,3009,19818,6.59,normal,0.95
Z03_Noida_Sector18,high,2023-08-17,8,Thursday,0,1884,14627,7.76,normal,0.95
Z04_Dwarka_Airport,high,2023-08-17,8,Thursday,0,1466,16291,11.11,normal,0.95
Z05_Lajpat_SouthDelhi,medium,2023-08-17,8,Thursday,0,887,7510,8.47,normal,0.95
Z06_Rohini_NorthWest,medium,2023-08-17,8,Thursday,0,746,7042,9.44,normal,0.95
Z07_Faridabad,low,2023-08-17,8,Thursday,0,413,4452,10.78,normal,0.95
